HALIL,1
FATMA,0
AYHAN,1
BEKIR,1
SAKINE,0
MEMNUNE,0
FADIME,0
MERYEM,0
KUBRA,0
KUBRA,0
AYSEL,0
TUBA,0
KAMIL,1
SAHANDER,0
MUSTAFA,1
FATMA,0
ZEKIYE,0
AZIZE,0
MUSA,1
FERAHI,1
BATUHAN,1
DONDU,0
ISMAIL,1
BURCU,0
DURKADIN,0
HUSEYIN,1
BAYRAM,1
CIGDEM,0
ABDULKADIR,1
CANSIN,1
AHMET,1
GANI,1
KADIR,1
LEMAN,0
ASIYE,0
BEKIR,1
ASUMAN,0
HATICE,0
ADEM,1
AYTUL,0
ADEM,1
YASAR,1
MEHMET SAIT,1
HASAN,1
NURAN,0
UGUR,1
IBRAHIM,1
FATMA,0
ILKAY,0
SENNUR,0
NEVRUZE,0
YASEMIN,0
HAYDAR,1
RAMAZAN,1
SAIT HAKAN,1
MULKIYE,0
ZAHIDE,0
EMIN,1
ALIME,0
ZELIHA,0
NESIBE,0
YENER,1
SAIT,1
AYSEL,0
HASAN,1
CEM,1
OMER,1
TURKAN,0
CAFER,1
MURAT,1
HUSEYIN,1
FATMA GONCA,0
NACIYE,0
OMER,1
HAVVA,0
ERDAL,1
HATICE,0
SULEYMAN,1
SONER,1
ASLI,0
MERAL,0
YUSUF,1
DONDU,0
AYSE,0
ELATTIN,1
SAADET,0
HANIFE,0
NILGUN,0
SABIHA,0
HAMIT,1
FATMA,0
ADNAN,1
EMINE,0
FUAT,1
GULAY,0
ERCAN,1
KUCUK FATMA,0
MEHMET,1
MUMIN,1
BAYRAM,1
SUKRAN,0
CEMILE,0
NIGAR,0
ALI,1
NEBAHAT,0
UMRAN,0
ALI,1
TULAY,0
TUNCER,1
HACIR,0
AYSE,0
FATMA,0
SOLMAZ,0
KEMAL,1
SATI,0
MENSURE,0
EMINE,0
SEHRIBAN,0
GULSUM,0
HAYRULLAH,1
IHSAN,1
NEZAHAT,0
BEZAR,0
EMINE,0
HASAN,1
GIRAY,1
HALIT,1
MEHMET SIRIN,1
UGUR,1
ABIDIN,1
UNZILE,0
GULTEN,0
ESIN,0
SERAFETTIN,1
METIN,1
SELME,0
MEHMET,1
SABRI,1
ERGUN,0
BULENT,1
NURULLAH,1
CAFER,1
NEVZAT,1
FATMA,0
YUSUF,1
ALI,1
MELEK,0
COSKUN,1
ALI,1
FATMA,0
UNAL,1
SAMET,1
ZUBEYDE,0
DONE,0
DURSUN,0
AYSEL,0
NUSRET,1
ARZU,0
FATMA,0
FIKRET,1
CENGIZ,1
MAHMUT,1
GULLU,0
SUKRU,1
NECATI,1
BAHATTIN,1
KADRIYE,0
HATICE,0
SEVKI,1
SEYHMUS,1
MEHMET,1
HUDEYDA,1
FARUK,1
BELMA,0
TURAY,1
FEYZA,0
HURSIT,1
SULEYMAN,1
EROL,1
AYSE OZGE,0
ZEYNEP,0
DURSUN,0
SUKRIYE,0
FATMA,0
ALISAN,1
NURTEN,0
KAMILE,0
GOZDE,0
HAYDAR,1
YASEMIN,0
MELIHA,0
SULEYMAN,1
FERHAT,1
KURTULUS,1
HATUN,0
NILGUL,0
NECLA,0
OSMAN,1
SEMRA,0
HATICE,0
NURAY,0
HATUN,0
MERYEM,0
IHSAN,0
FIRDOVS,0
EMEL,0
SERDAL ERDINC,1
DAVUT,1
SALIH ZEKI,1
CEYHAN,0
HAMIDE ZUHAL,0
TURKAN,0
MEHMET GURKAN,1
AYDIN,1
MEHMET REFIK,1
ALI,1
TUGRUL,1
SERKAN,1
MEHMET,1
OSMAN,1
KENAN,1
NACI,1
OSMAN NURI,1
HATUN,0
HATICE,0
ZEKERIYA,1
ADNAN,1
NESLIHAN,0
RASIME,0
BISAR,1
ENVER,1
GURAY,1
HALISE,0
GALIP DEVRIM,1
ERSIN,1
ORHAN,1
GULBAHAR,0
YASEMIN,0
ZEHRA,0
MUESSER,0
SERPIL,0
ZEYNEP,0
NESRIN,0
SELAMETTIN,1
NECIP,1
MUSTAFA,1
FIRDEVS,0
AYSE,0
HANIFE,0
AHMET,1
SULTAN,0
AHMET,1
SIYABENT,1
CENGIZ,1
SULTAN,0
BULENT,1
MURVET,0
SEZA,0
HAKKI,1
ERKAN,1
NAZLI,0
YASAR,0
SULTAN,0
KEZBAN,0
GURBUZ,1
SERVET,1
FATMA,0
MUSTAKIYME,0
HALIDE,0
MELIKE,0
MEVLUDE,0
ERKAN,1
HEDIYE,0
LEMAN,0
GULSEN,0
ZERIN,0
IBRAHIM,1
SEVGULLU,0
HANIFE,0
ARZU,0
GULISTAN,0
BELKIZ,0
MUSTAFA,1
SEVIL,0
HAYRIYE,0
MEHMET EMIN,1
HANIFE,0
OMUR,0
IBRAHIM,1
GULDEN,0
HATICE,0
AYSE,0
IBRAHIM,1
ZELIHA,0
MEHMET,1
FATMA,0
ASIYE,0
AYSE,0
HASAN HUSEYIN,1
SAADET,0
HULYA,0
YAKUP,1
KADRIYE,0
ISMAIL,1
ZIYA,1
HAYRIYE,0
SERAP,0
HALIME,0
TAYFUN,1
HALIL,1
NESLIHAN,0
FEDIME,0
ERHAN,1
MUNIRE,0
PERIHAN,0
KENAN,1
MUNIR,1
MEHMET,1
IZZET,1
ABDULLAH,1
SULEYMAN,1
SERIFE,0
FEHMI,1
BEDIA,0
FATIH,1
HASAN,1
PENBE,0
REMZIYE,0
ZULFU,1
EMINE,0
YILMAZ,1
ALI HAYDAR,1
SONGUL,0
HASIP,1
SEVTAP,0
NAZIRE,0
DURSIYE,0
GULFIDAN,0
GULTEN,0
HULYA,0
HARUN,1
SIDIKA,0
HANIM,0
ENGIN,1
TEYBE,0
EMINE,0
HAYRETTIN,1
ALI,1
NASIHAT,0
YUSUF,1
EMINE,0
ABDULLAH,1
MUHUBBET,0
ERDOGAN,1
FUNDA,0
RAMAZAN,1
SALIH SERCAN,1
SELMIN,0
NECMETTIN,1
OMER,1
ASIYE,0
RAHIME,0
UMUT,1
RUKIYE,0
GULEN,0
SEBAHATTIN,1
FATMA,0
YURDAER,1
EMINE,0
LEVENT,1
HULYA,0
BAHATTIN,1
YUSUF,1
HALIT,1
IKBAL,0
ELIF,0
SEVGI,0
CAFER,1
SUKRUYE,0
GULSUM,0
MEHMET,1
MUSTAFA,1
EROL,1
PERVIN,0
ASU,0
HATICE,0
NILUFER,0
OMER,1
RUZIYE,0
ENSAR,1
AYNUR,0
FATMANA,0
HATICE,0
ENGIN,1
UGUR,1
NURAY,0
HASAN EMRAH,1
YETIS,1
AHMET,1
BILAL,1
SERKAN,1
ESMA,0
HATICE,0
REMZIYE,0
ZAFER,1
REMZI,1
NILGUN,0
KEMAL,1
ZEHRA,0
FERAY,0
ILKNUR,0
GULHAL,0
KUTAY,1
YASIN,1
FADIK,0
HATICE,0
HATICE,0
GURSEL,1
MUSTAFA,1
FATMA,0
EMINE,0
SELAHATTIN,1
HAVA,0
ABDULLAH,1
HULYA,0
METE,1
ASLAN,1
YASIN,1
TURGUT,1
ALI,1
NURGUL,0
YUKSEL,0
ISA,1
HUSEYIN,1
SELMA,0
OSMAN,1
MENEKSE,0
SENOL,1
SERIFE,0
FATMAGUL,0
KADRIYE,0
FATMA BUSRA,0
YILDIRAY,1
SABUHA,0
EMIN,1
HATICE,0
NIYAZI,1
ALI,1
CEYDA,0
REYHAN,0
HALIL,1
HAKIBEY,1
SENGUL,0
HATICE,0
YUSUF,1
ALI,1
FEYZULLAH,1
RASIME,0
CANSER,0
YASEMIN,0
ARZU,0
OMER,1
FIRAT,1
CEMILE,0
MEHMET HANIFI,1
KUBRA,0
HUSEYIN,1
SERPIL,0
RAMAZAN,1
HILAL,0
MEHMET CAN,1
RAMAZAN,1
FAHRI,1
AHMET,1
SATI,0
DILEK,0
YASEMIN,0
SEVGI,0
SEDAT,1
SERIFE,0
KURSAT,1
EMINE,0
GALIP,1
HALIL IBRAHIM,1
SULEYMAN,1
METE,1
FATMA,0
ZEYNEP,0
KAZIM,1
NAZMI,1
TESLIME,0
AHMET,1
SELDA,0
ZEHRA,0
BANU,0
FAIK,1
AHMET,1
ERCAN,1
AYSE CEMILE,0
NIMET,0
SEMRA,0
MERYEM,0
SEVIL,0
AYNUR,0
NACIYE,0
TOLGA,1
FADIME,0
MESUT,1
KADIR,1
SENGUL,0
MUSTAFA,1
VASFIYE,0
UMIT,1
CEMILE,0
AYNUR,0
RESIT,1
SABRIYE,0
SEHILA,0
FERHAN,0
IKRAM,0
MAHMUT,1
UMMAHAN,0
SENNUR,0
NURHAYAT,0
IBRAHIM,1
BIRGUL,0
SULEYMAN,1
MERYEM,0
DOGAN,1
DEMET,0
NEFISE,0
SAADET,0
HEDIBE,0
HALIL,1
RUKIYE,0
IBRAHIM,1
SEDA,0
ZEHRA,0
YUSUF,1
SERPIL,0
MUHTEREM,0
ISMAIL,1
KUBRA,0
EBRU,0
NESE,0
MESUDE,0
YETER,0
ENVER,1
HATICE,0
FATMA,0
NIYAZI,1
DILEK,0
ISMAIL,1
HILMI,1
TUGCE,0
HASAN,1
ZEYIT,1
SINEM,0
SENEL,0
FATMA,0
EBRU,0
HAVA,0
SEVGI,0
UGUR,1
KADRIYE,0
HACER,0
AHMET,1
ADNAN,1
AHMET NECIP BULENT,1
LEYLA,0
HEDIYE,0
MAVUS,0
DILEK,0
IZNULLA,1
HASAN,1
FAYSAL,1
ZEYNEL,1
IPEK,0
HARUN,1
FERIDE,0
MUSTAFA,1
AHMET,1
BIROL,1
HAKAN,1
MEDIYE,0
HANIM,0
NURAY,0
EMRE,1
MELIH,1
NERMIN,0
AYSE,0
CELAL,1
HILMIYE,0
HAFIZE,0
KEMALETTIN,1
NEJLA,0
TUGBA,0
BESIME,0
KITABIYE,0
SEYFI,1
OZKAN,1
DEVLET,0
RUSTEM,1
VESVIYE,0
DUDU,0
ABDULLAH,1
ASYA,0
HAYRI,1
ILKNUR,0
HATICE,0
MURAT,1
KAHRAMAN,1
CUMHUR,1
ISMAIL HAKKI,1
KAAN,1
FATMA,0
RABISE,0
HURIYE,0
MUHARREM,1
OLGUN,1
YAHYA,1
EYUP,1
MERVE,0
ABDULLAH,1
FATIH,1
YASAR,1
AYSE,0
NIHAL,0
CETIN,1
MEHMET,1
NUSRET,1
CAHIT,1
MEDET,1
AHMET,1
CUMA,1
NILUFER,0
HURIYE,0
HUSNU,1
AYSE,0
CENK,1
ASIYE,0
SELIM,1
HAZNE,0
MEHMET,1
AKIN,1
CEMIL,1
MUNEVVER,0
SEDA,0
MEDINE,0
ASLAN,1
RAMAZAN,1
HALIL,1
HANIFE,0
HASAN,1
LALES,0
SABAHAT,0
HULYA,0
ABDURRAHMAN,1
HACICE,0
AHMET,1
ISMAIL,1
AYNUR,0
BATUHAN,1
HEDIYE,0
SATU,0
YASEMIN,0
KURT MEHMET,1
SATI,0
AHMET CEMAL,1
SULTAN,0
HAKAN,1
FATMA,0
DERYA,0
METIN,1
DILEK,0
SEMA,0
BAHRI,1
FATMA NEZIHE,0
ORHAN,1
YAVUZ,1
FERHAT,1
AYTAC,1
ERDAL,1
YELIZ,0
HUZAYMA,0
OMER,1
MUHAMMET,1
GULSEN,0
EMRAH,1
SUAT,1
IMRAN,0
YASEMIN,0
MUJDAT,1
SERVET,1
CELAL,1
UFUK,1
EMIN,1
BAHRI,1
SAYIME,0
HORI,0
VAHAP,1
FATMA,0
IBRAHIM,1
MUSTAFA,1
OMER,1
FATIH,1
CEMILE,0
HALIDE,0
AHMET,1
YASEMIN,0
CEVAT,1
LEYLA,0
HAKKI,1
ALIME,0
MERYEM,0
MEHMET,1
ALI,1
NILAY,0
GULCAN,0
PENBE,0
SADI,1
TURAN,1
FATMA,0
KADRIYE,0
DILEK,0
MURAT,1
IZZET,1
SABRIYE,0
SADIK,1
ARAP CENGIZ,1
MERAL,0
CIHAN,1
SEHMI,1
NAZLI,0
MUSTAFA,1
CIHAN,1
FATIH,1
NERGIN,0
ALI RIZA,1
MURAT,1
HALIME,0
SEVIM,0
YAVUZ,1
IBRAHIM HALIL,1
GEZALI,0
GULHAN,1
CIGDEM,0
DENIZ,1
ERCUMENT,1
MUSTAFA NECMETTIN,1
FAHRI,1
MELIHA,0
NAILE,0
NURAN,0
DURSUN,1
ORHAN,1
GAFURE,0
SUKRAN,0
REDIFE,0
HATICE,0
PERIHAN,0
EMEL,0
BINNAS,0
SEVDA,0
MEHMET,1
MEHMET IHSAN,1
NUREN,0
OZLEM,0
PARS,1
NURSEL,0
EMINE,0
GULLU,0
ONER,1
AYSE,0
SENOL,1
BIROL,1
HAZAL,0
GURSEL,1
NIMET,0
FATMA,0
SEDAT,1
FATMA,0
ABUZER,1
OZLEM,0
ALI OSMAN,1
CELAL,1
YUSUF,1
YASEMIN,0
AYFER,0
IBRAHIM,1
CAHIT,1
KERIMAN,0
MURTAZA,1
TALIP,1
OMER,1
HASAN,1
FATMA,0
HARUN,1
FATMA,0
METIN,1
FATMA,0
SELDA,0
NEVZAT,1
FADILE,0
MUSTAFA,1
BEYZA,0
NIMET,1
ALI,1
KIYMET,0
HASAN TAHSIN,1
MUSA,1
HUSEYIN,1
HACER,0
AYSEL,0
EMINE,0
EMIN,1
CENNET,0
NIGAR,0
UGUR,1
HACI,1
EMINE,0
MELDA,0
ALI,1
MURAT,1
ENVER,1
ABDURRAHMAN,1
TURKAN,0
RAMAZAN,1
SAYIT,1
MEDIHA,0
GULER,0
MUSTAFA,1
YASAR,1
NIYAZI,1
ABBAS,1
ZEKIYE GONUL,0
MUNEVVER,0
AYSEGUL,0
ZARIFE,0
IHLAS,1
HATICE,0
SERAYI,0
SUNA,0
OSMAN,1
MUHARREM,1
GULAY,0
AYSE,0
AYSE MINE,0
AYSEL,0
HULYA,0
SERDAR,1
EROL,1
SEVIM,0
TURHAN,1
NIMET,0
YILDIZ,0
DURSUN,0
FATMA,0
MURAT,1
ZEYNEP,0
AYFER,0
ISA,1
AYSE,0
GAMZE,0
NIRGUL,0
FETHIYE,0
HAKKI,1
HALIL,1
EMINE,0
NEBI,1
AHMET,1
TEKMILE,0
BEDRIYE,0
PAKIZE,0
BERNA,0
SAMET,1
CEMRE,0
NESLIHAN,0
EMINE,0
MEHMET SERIF,1
ABDURRAHMAN,1
AYSE,0
SAIM,1
YUSUF,1
FERIDE,0
SEVAL,0
ZEYNEP,0
AYSEL,0
MEHMET NEZIHI,1
MEHMET,1
GALIP,1
SELEN,0
HAYRIYE,0
GULFERDA,0
SERAP,0
HULUSI,1
EVREN,1
ONDER,1
NECMITTIN,1
HANDE,0
ZIYA,1
MUJGAN,0
MAKBULE,0
ABDULKADIR,1
FARUK,1
AYSE,0
HALIME,0
SERKAN,1
GULSEN,0
BAYRAM,1
GONUL KONCA,0
MEHMET,1
SULE,0
NAZIF,1
FATIH,1
BIRGUL,0
SENOL,1
KEREM,1
YASEMIN,0
ERDAL,1
SABIHA,0
SELVI,0
NEVZAT,1
LEYLA,0
REBIYE,0
IMDAT,1
SULTAN,0
AYHAN,1
AYSE,0
CEMIL,1
FILIZ,0
SULTAN,0
HACI SALIH,1
GULER,0
SUKRAN,0
RASIM,1
AYSE,0
BULENT,1
IBRAHIM,1
INCI,0
YILDIZ,0
ELIM,0
GULTEN,0
UMIT,1
DEMIRCAN,1
MUCAHIT,1
ARIFE,0
ALI OSMAN,1
MURAT,1
HASAN,1
DONDU,0
AYSE,0
KERIM,1
AYFER,0
FERAY,0
HATICE,0
MUHAMMET,1
EMINE,0
ISA,1
ALI,1
OZCAN,1
SEVGI,0
MEHMET TAHIR,1
GOKHAN,1
AYSE,0
EYUP,1
NEFIYE YESIM,0
BAYRAM,1
CEMILE,0
MELEK,0
SATILMIS,1
HUSNU,1
CAFER,1
DERYA,0
MURVET,0
CEVAHIR,0
UMRAN,0
NURAN,0
SEVIM,0
ALI,1
DIDEM,0
SEBAHAT,0
RAHIME,0
SULEYMAN,1
MUZAFFER,0
MIKAIL,1
PINAR YADIGAR,0
RIZA ERCAN,1
BAHTIYAR,1
HUSEYIN,1
SENOL,1
EMINE,0
SEHRI,0
HUSEYIN,1
MUSTAFA NECATI,1
AYSE,0
NIGAR,0
HALIL,1
ABDULLAH,1
MEHMET,1
SULTAN,0
ALPER,1
CEYLAN,0
ALI,1
VENHAR,0
UGUR,1
AHMET,1
HACI,1
EYUP,1
KEMAL,1
BURCU,0
MERYEM,0
SELIN,0
SIDAR,1
KASIM,1
OZGE,0
LEVENT,1
ARZU,0
UMIT,1
GULI,0
HASINE,0
SERDAR,1
LEVENT,1
MEHMET,1
MELIKE,0
ZUBEYDE,0
RAMAZAN,1
SEHRI,0
MUSTAFA,1
GULFIDAN,0
ABDULKADIR,1
PERIHAN,0
ABDURRAHMAN,1
NIZAM,1
MUZAFFER,1
FATMA FATOS,0
EMRE,1
SEDAT,1
CELAL,1
SEMIH,1
OSMAN,1
IHSAN,0
EMINE,0
HUSAMETTIN,1
HUSEYIN,1
HATUN,0
EMIN,1
MUSTAFA,1
RIFAT,1
CEMIL,1
GULAY,0
FERIT,1
NURHAYAT,0
HABIBE,0
PERISAN,0
MURVET,0
ILYAS,1
CELAL,1
ESRA,0
GOKHAN,1
SUMEYYA,0
ALPARSLAN,1
AHMET HAMDI,1
ZAFER,1
FATMA,0
ARIF HIKMET,1
ALI,1
FATIH,1
MUHAMMER,1
TANER,1
SEVKI,1
RAMAZAN,1
MUSLIMET,0
NERMIN,0
BULENT,1
MUVEYLA,0
ALAADDIN,1
FATMA,0
AYSE,0
SENGUL,0
MITHAT,1
MUSTAFA,1
SEZGI,1
ABDULHADI,1
ZEKIYE,0
DONE,0
ERSIN,1
EMINE,0
SAIT,1
ALI,1
CEDIDE,0
EMINE,0
ZEKI,1
HATICE,0
SAHIN,1
SEMSI,0
MUKATDES,0
YILDIZ YASAR,0
NESAT,1
OSMAN,1
FATIH,1
SALIYE,0
HAMDIYE,0
ZAHIDE,0
GULCAN,0
HASAN,1
ZEHRA,0
FARUK,1
FATMA,0
IRFAN,1
ZEKIYE,0
EYYUP,1
LEYLA,0
SERMET,1
HASAN,1
HATICE,0
SABAN,1
ELMAS,0
NIHAT,1
GULSEREN,0
ARIFE,0
MELEK,0
ZUBEYDA,0
NEFISE,0
SEHER,0
DURSUN,1
IMRAN,0
FERIDE,0
SADETTIN,1
FERHAN,0
KADIR,1
HAZEL,0
AHMET,1
AYSE,0
DURAN,0
HALIT,1
GULAY,0
ISMAIL,1
EMINE,0
RAFET,1
FATMA,0
EMIR,1
FAHRETTIN,1
DILEK,0
FESIH,1
REYHAN,0
SERPIL,0
HASIM,1
MEHMET,1
SELMA,0
VEYSEL,1
GUL,0
TAHIR,1
LATIF,1
SATI,0
HILMI,1
SULEYMAN REMZI,1
GOKTURK,1
MUKADDES,0
EMINE,0
FERIDE,0
SULTAN,0
OZCAN,1
CANAN,0
TURGUT,1
BULENT,1
FEDAI,1
SEHER,0
ESIN,0
OZGUL,0
MERYEM,0
VEYSI,1
SEVILEN,0
ISMET,1
SEVCAN,0
MUSTAFA,1
AYTEN,0
RUKIYE,0
ASIYE KUTLU,0
MEHMET ALI,1
FIKRET,1
NURAY,0
HARUN,1
TAMAM,0
REFIYE,0
MERVE,0
YILMAZ CAN,1
DERYA,0
HACER,0
SERAP NUR,0
HAKIME,0
SULE,0
MUZAFFER,1
SEBAHATTIN,1
OSMAN,1
OZLEM,0
FATMA,0
SELCUK,1
SADIYE,0
SUREYYA,0
HAYRIYE,0
FATMA,0
AYSEGUL,0
ZELIHA,0
LEYLA,0
ISMAIL,1
KURSAT,1
BULENT,1
BESIRE,0
MEHTAP,0
ESRA,0
HIDAYET,1
OZDEN EMRE,1
TURKAN,0
SERAFETTIN,1
AHMET,1
RECEP,1
HEDIYE,0
OZKAN,1
YALCIN,1
OZLEM,0
AKIF,1
KADIR,1
HALIL,1
ETLES,0
MERT,1
VEYSI,1
BIRGUL,0
HAYATI,1
NARIME,0
TUBA,0
MUSTAFA,1
IRFAN,1
MEHMET,1
IZZET,1
BEDRI,0
ERKAN,1
SERKAN,1
YILDIZ,0
BULLUR,0
FIGEN,0
OZLEM,0
NURCIYE,0
AYSE,0
ERDOGAN,1
DURSUN,0
SEMEN,0
MERHEM,0
FETHIYE,0
SITKI MUSTAFA,1
ARIFE,0
RAMAZAN,1
OZLEM,0
ABDURRAHMAN,1
RECEP,1
DURDU,0
MERYEM,0
AYTEN,0
AHMET,1
RESMIGUL,0
HATICE,0
SUAT,1
YASEMIN,0
ALIME,0
BIRSEN,0
NECLA,0
ZEHRA,0
ISMET,1
MERYEM,0
MURAT,1
AYSEL,0
ALI,1
ENES,1
GULSEN,0
ARAP,1
AHMET,1
MEHMET,1
ZEYNEP,0
SONGUL,0
SEVGI,0
ESE,0
ZEYNEP,0
ABIDE,0
ULFER,0
MASALLAH,1
NIHAT,1
GUL,0
NECLA,0
TARIK,1
NEJLA,0
MINE,0
ARIFE,0
SUKRU MERT,1
ATILA,1
FIRDES,0
MUSTAFA,1
AYDIN,1
AYNUR HANIM,0
GUZEYDE,0
NURULLAH,1
SALAHATTIN,1
MURAT,1
OZCAN,1
ILYAS,1
EMINE,0
GULSEREN,0
ALI,1
SEYFI,1
HAVVA,0
OMER,1
NIHAL,0
KERIME,0
MEHMET,1
HAKAN,1
AYSE,0
DEMET,0
BEHICE,0
FIKRIYE,0
SERIFE,0
DURDANE,0
FERIDE,0
HATICE,0
ADEM,1
RAMAZAN,1
BAHADIR,1
SERIFE,0
ZEKI,1
SULTAN,0
ZEYNEP,0
HUSNE,0
FERIHA,0
MURVET,0
OZNUR,0
MELIHA,0
GULLU,0
CANAN,0
ISMAIL,1
HARUN,1
NAIME,0
MEHMET,1
KAMIL,1
FATMA,0
ZINET,0
YUKSEL,1
ZEYNEP,0
IPEK,0
HAMIDE,0
HIDAYET,1
FATMA,0
SEYHAN,0
TALIP,1
ZUHAL,0
PEHLIVAN OZAN,1
SEBIHA,0
SENAY,0
HIDAYET,1
AYDIN,1
HIKMET,1
VEZIRE,0
ZAFER,1
FETHI,1
MUHARREM,1
RAMAZAN,1
FILIZ,0
EBRU,0
KADIR,1
OMRIYE,0
DAVUT,1
RECEP,1
ALI,1
CELALETTIN,1
MUSTAFA,1
GULPERI,0
YUKSEL,1
DONDU,0
ALI,1
ONUR,1
HAYRIYE,0
HUSEYIN,1
GULHANIM,0
ERDINC,1
MEVRE,0
SACIDE,0
AYSE,0
AYSEL,0
MEHMET,1
MAHSUM,1
OSMAN,1
LATIF,1
MUSTAFA,1
ULGER,0
GULSUN,0
AHMET,1
BURHANIYE,0
EYUP,1
GULAY,0
MEHMET,1
FATMA,0
YALCIN,1
YONUS,1
REMZIYE,0
FAHATTIN,1
ZEKIYE,0
AYTEN,0
KEZBAN,0
MEHMET,1
HUSEYIN,1
MUSTAFA,1
AYSE,0
NADIDE,0
MEHMET ALI,1
FADIME,0
HATICE,0
REMZI,1
ISMAIL,1
MEHMET,1
YAKUP,1
AYNUR,0
FATMA,0
HASAN,1
YUCEL,1
MURAT,1
UMMUHAN,0
HATICE,0
YUNUS,1
FUNDA,0
AYSE,0
MUHYEDDIN,1
SAFIYE,0
AHMET,1
RUSTU,1
AHMET SADI,1
SUAT,0
NURTEN,0
MUSTAFA,1
GULLU,0
BILAL,1
KADRIYE,0
SEVIM,0
ORHAN,1
FATMA,0
NEHIR CAN,1
NECATI,1
AYSEGUL,0
NERIMAN,0
MUJGAN,0
OSMAN,1
SIBEL,0
KEBIRE,0
SIDIKA,0
YILDIZ,0
UMMUHANI,0
NEVZAT,1
NERMIN,0
HATICE,0
HAYRIYE,0
RAMAZAN,1
ISMAIL,1
BELGIN,0
DAVUT,1
HATICE,0
KORAY,1
HAYRIYE,0
NEVIN,0
MUCIZE,0
EMINE,0
ISMAIL,1
SAFIYE,0
GULUZAR,0
NAZAN HAYRIYE,0
BEYZA,0
MESUDE,0
ALI,1
AMSI,0
AHMET DURAN,1
SEMEHAT,0
TURHAN,1
HANIM,0
ADIL,1
AYSE,0
ESMA,0
CAHIT,1
ABDULKADIR,1
BUKET,0
YASEMIN,0
METIN,1
GAZI,1
ERDAL,1
SEDAT,1
GUROL,1
AHMET,1
PENBE,0
BASRI,1
IRFAN,1
ADEVIYE,0
FILIZ,0
FETIYE,0
ERCAN,1
OGUZ,1
CEMIL,1
OZKAN,1
ATILLA DURMUS,1
NURIYE,0
ERGUN,1
ETEM,1
FATMA,0
SINAN,1
ZERRIN,0
AYTEN,0
MUSTAFA,1
ASUMAN,0
OKTAY,1
EMINE,0
SEHER,0
KEVSER,0
KAMIL DOGAN,1
MAHMUT,1
HULYA,0
AYSE GUL,0
MELEK IDIL,0
SAKINE,0
ISMAIL,1
ORHAN,1
ARIF,1
ESMA,0
IRFAN,1
ENGIN,1
ISMAIL,1
GULIN,0
KEREM,1
PERIHAN,0
ISMAIL,1
CENGIZ,1
VEZIRI,0
IRTIFAT,0
DERYA,0
DURUCAN,0
NURI,1
